Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
15951  ,111.796     ,773.3  ,-20.468  ,3.4371
15952  ,109.367     ,765.74  ,-22.146  ,4.7336
15953  ,113.463     ,782.34  ,-24.9  ,-10.357
15954  ,112.563     ,775.57  ,-26.46  ,-10.584
15955  ,109.405     ,766.69  ,-27.441  ,-1.2989E-06
15956  ,113.272     ,781.53  ,-23.589  ,-2.0565
15957  ,114.035     ,782.53  ,-17.758  ,-3.8968
15958  ,113.942     ,778.63  ,-12.433  ,-3.7502
15959  ,115.045     ,784.94  ,-12.242  ,-6.1874
15960  ,113.041     ,778.68  ,-17.313  ,3.0838
15961  ,115.282     ,786.01  ,-9.6783  ,2.9902
15962  ,114.516     ,787.11  ,-20.799  ,-2.0668
15963  ,113.058     ,780.12  ,-22.261  ,4.7101E-06
15964  ,116.598     ,796.55  ,-9.2056  ,-6.6559
15965  ,116.072     ,789.56  ,-8.0729  ,-6.1874
15966  ,116.310     ,790.46  ,-5.3635  ,2.4472
15967  ,116.432     ,799.31  ,-15.906  ,-4.5478
15968  ,115.544     ,791.92  ,-16.809  ,-1.6084
15969  ,115.330     ,790.14  ,-15.008  ,-5.3805E-06
15970  ,119.295     ,805.97  ,2.5856  ,-7.1912
15971  ,118.419     ,799.75  ,-3.9043  ,-6.6559
15972  ,119.306     ,798.86  ,4.2126  ,-7.1072
15973  ,117.893     ,792.76  ,-2.7717  ,-6.1874
15974  ,118.130     ,793.53  ,-4.379E-07  ,2.016
15975  ,120.000     ,798.24  ,7.8589  ,-1.9534E-06
15976  ,120.000     ,803.77  ,10.086  ,-1.776
15977  ,120.000     ,805.83  ,-4.9329E-06  ,-1.2099
15978  ,118.253     ,802.83  ,-10.929  ,-3.0681
15979  ,118.179     ,798.53  ,-5.754  ,-7.2417E-06
15980  ,110.013     ,716.95  ,1.036  ,-55.431
15981  ,109.457     ,714.1  ,0.011166  ,-55.711
15982  ,110.919     ,724.31  ,1.0764  ,-60.252
15983  ,110.812     ,720.99  ,0.029349  ,-60.476
15984  ,114.744     ,712.22  ,2.1683  ,-47.775
15985  ,111.601     ,725.66  ,1.0635  ,-54.552
15986  ,110.899     ,719.8  ,0.0037663  ,-55.149
15987  ,111.805     ,727.16  ,0.04419  ,-59.971
15988  ,115.630     ,715.06  ,1.1361  ,-47.493
15989  ,110.373     ,715.85  ,-2.7818  ,-55.199
15990  ,112.061     ,731.55  ,-0.0052955  ,-53.949
15991  ,112.843     ,736.74  ,0.71039  ,-52.32
15992  ,111.720     ,724.33  ,-4.9199  ,-54.315
15993  ,112.224     ,731.24  ,1.0575  ,-65.046
15994  ,112.117     ,727.92  ,0.010404  ,-65.27
15995  ,110.793     ,720.68  ,-1.7959  ,-60.274
15996  ,111.679     ,722.81  ,-2.7782  ,-59.993
15997  ,112.163     ,733.06  ,1.0224  ,-59.402
15998  ,112.506     ,741.4  ,1.0559  ,-64.339
15999  ,112.366     ,734.56  ,0.0030305  ,-64.822
16000  ,111.821     ,726.84  ,-3.8853  ,-59.768
16001  ,112.281     ,731.84  ,-4.934  ,-59.166
16002  ,112.241     ,730.08  ,-2.8435  ,-64.843
16003  ,112.283     ,739.93  ,-0.039304  ,-58.915
16004  ,112.626     ,748.27  ,-0.0057695  ,-63.853
16005  ,112.202     ,749.16  ,-0.97514  ,-69.188
16006  ,113.065     ,745.12  ,0.67638  ,-57.287
16007  ,112.402     ,739.62  ,-6.0205  ,-58.679
16008  ,112.503     ,740  ,-5.0087  ,-64.132
16009  ,112.095     ,776.97  ,-3.9445  ,-59.717
16010  ,112.167     ,769.58  ,-0.011953  ,-62.233
16011  ,112.415     ,758.97  ,-0.81789  ,-63.038
16012  ,111.347     ,768.29  ,-0.7473  ,-68.062
16013  ,112.412     ,757.66  ,-6.9566  ,-62.831
16014  ,110.908     ,800.81  ,-3.9683  ,-55.246
16015  ,111.080     ,789.99  ,-4.2386  ,-58.641
16016  ,110.122     ,795.52  ,-0.01116  ,-60.094
16017  ,111.594     ,793.92  ,0.18526  ,-55.894
16018  ,105.823     ,808  ,-0.40226  ,-64.857
16019  ,111.186     ,781.98  ,-8.1159  ,-60.941
16020  ,112.406     ,745.08  ,2.07  ,-69.363
16021  ,112.267     ,738.24  ,1.0172  ,-69.846
16022  ,112.160     ,734.92  ,-0.029914  ,-70.07
16023  ,111.982     ,745.97  ,1.1007  ,-74.699
16024  ,112.171     ,741.88  ,0.0095016  ,-74.841
16025  ,112.141     ,734.61  ,-1.856  ,-69.867
16026  ,112.283     ,737.14  ,-2.861  ,-69.643
16027  ,112.403     ,744.8  ,-3.9694  ,-69.157
16028  ,111.806     ,750.06  ,0.0018971  ,-74.556
16029  ,112.108     ,742.01  ,-4.0135  ,-69.5
16030  ,112.228     ,747.99  ,-5.0616  ,-69.014
16031  ,112.008     ,744.69  ,-2.9722  ,-74.525
16032  ,111.607     ,757.65  ,-0.077209  ,-68.906
16033  ,110.539     ,766.97  ,-0.0066212  ,-73.93
16034  ,111.182     ,758.54  ,-1.0466  ,-74.241
16035  ,111.604     ,757.38  ,-6.1328  ,-68.699
16036  ,111.393     ,767.32  ,-6.9633  ,-67.885
16037  ,111.209     ,756.99  ,-5.1908  ,-74.067
16038  ,109.637     ,788.38  ,-3.8528  ,-65.067
16039  ,108.679     ,793.91  ,0.37465  ,-66.52
16040  ,107.223     ,792.32  ,-0.01048  ,-72.9
16041  ,108.889     ,779.7  ,-0.65559  ,-73.412
16042  ,104.380     ,806.39  ,-0.016453  ,-71.283
16043  ,109.743     ,780.9  ,-7.6094  ,-67.367
16044  ,108.728     ,793.42  ,-7.9192  ,-66.291
16045  ,108.935     ,778.53  ,-6.9833  ,-73.235
16046  ,96.108      ,799.22  ,0.0036104  ,-113.59
16047  ,97.613      ,797.47  ,0.87291  ,-109.13
16048  ,99.351      ,791.42  ,-0.17853  ,-108.67
16049  ,92.200      ,809.85  ,1.1064  ,-115.2
16050  ,103.803     ,783.91  ,-1.4987  ,-96.904
16051  ,102.599     ,783.58  ,0.0063115  ,-103.71
16052  ,104.136     ,780.55  ,0.88933  ,-99.045
16053  ,104.998     ,776.37  ,-0.082693  ,-98.892
16054  ,99.404      ,791.24  ,-2.0797  ,-108.58
16055  ,99.119      ,795.71  ,-0.0016866  ,-104.65
16056  ,100.858     ,789.66  ,-1.0531  ,-104.18
16057  ,93.707      ,808.09  ,0.23183  ,-110.72
16058  ,97.664      ,796.47  ,-3.1053  ,-109.05
16059  ,100.911     ,788.23  ,-2.9482  ,-104.09
16060  ,106.535     ,773.3  ,0.97995  ,-94.195
16061  ,107.398     ,769.12  ,0.0079214  ,-94.042
16062  ,108.618     ,765.31  ,0.87663  ,-89.255
16063  ,105.051     ,776.18  ,-1.7997  ,-98.776
16064  ,105.346     ,780.85  ,-2.3871  ,-92.208
16065  ,105.679     ,777.49  ,0.00086671  ,-94.35
16066  ,106.778     ,776.09  ,0.80981  ,-89.409
16067  ,107.762     ,769.5  ,-0.10245  ,-89.409
16068  ,104.194     ,779.61  ,-2.736  ,-98.93
16069  ,102.454     ,786.42  ,-3.8503  ,-99.399
16070  ,106.593     ,772.19  ,-2.6686  ,-94.08
16071  ,103.240     ,789.57  ,-3.2862  ,-92.554
16072  ,100.297     ,795.28  ,-0.72982  ,-99.829
16073  ,102.036     ,789.23  ,-1.7813  ,-99.364
16074  ,101.466     ,794.86  ,-0.0061516  ,-95.038
16075  ,102.088     ,789.09  ,-3.6724  ,-99.276
16076  ,100.348     ,794.46  ,-4.7402  ,-99.745
16077  ,103.631     ,784.89  ,-4.6211  ,-94.581
16078  ,111.210     ,752.59  ,1.2467  ,-79.512
16079  ,110.605     ,755.06  ,0.0088887  ,-84.439
16080  ,111.412     ,748.21  ,-1.7443  ,-79.481
16081  ,109.045     ,761.89  ,-1.6561  ,-89.11
16082  ,110.832     ,755.78  ,0.32112  ,-79.512
16083  ,109.836     ,761.45  ,0.0021259  ,-84.439
16084  ,110.227     ,758.26  ,-0.91665  ,-84.439
16085  ,111.034     ,750.89  ,-2.6872  ,-79.481
16086  ,110.859     ,755.44  ,-3.7654  ,-79.338
16087  ,108.667     ,764.42  ,-2.5367  ,-89.11
16088  ,107.811     ,769.26  ,-3.5665  ,-89.264
16089  ,110.262     ,757.29  ,-2.5075  ,-84.294
16090  ,106.442     ,779.45  ,-3.2025  ,-87.238
16091  ,109.211     ,770.85  ,0.44116  ,-79.2
16092  ,109.854     ,762.42  ,-0.5988  ,-79.512
16093  ,107.874     ,774.69  ,-0.0055351  ,-84.439
16094  ,108.858     ,768.09  ,-0.9178  ,-84.439
16095  ,109.881     ,761.7  ,-4.7404  ,-79.338
16096  ,109.257     ,770.44  ,-5.7373  ,-79.023
16097  ,106.833     ,775.19  ,-4.4709  ,-89.264
16098  ,104.727     ,784.63  ,-5.3997  ,-89.61
16099  ,108.907     ,766.9  ,-4.399  ,-84.294
16100  ,104.403     ,789.85  ,-3.8782  ,-87.238
16101  ,105.506     ,793.87  ,0.41053  ,-78.688
16102  ,107.172     ,781.25  ,-0.23458  ,-79.2
16103  ,102.629     ,795.14  ,-0.59815  ,-89.722
16104  ,103.792     ,795.39  ,-0.0097489  ,-84.439
16105  ,105.836     ,785.09  ,-0.68128  ,-84.439
16106  ,107.218     ,780.91  ,-6.4908  ,-79.023
16107  ,105.568     ,793.48  ,-7.0781  ,-78.505
16108  ,102.689     ,794.48  ,-6.0768  ,-89.61
16109  ,105.890     ,784.05  ,-6.0652  ,-84.294
16110  ,114.136     ,754.19  ,-3.9863  ,-44.887
16111  ,114.784     ,761.6  ,-3.8891  ,-44.691
16112  ,112.963     ,763.89  ,-0.29049  ,-56.766
16113  ,113.212     ,753.28  ,-1.0964  ,-57.571
16114  ,113.956     ,765.68  ,0.17919  ,-51.481
16115  ,113.650     ,750.13  ,-0.41427  ,-51.006
16116  ,116.897     ,757.89  ,0.4606  ,-45.357
16117  ,112.987     ,742.86  ,-7.2513  ,-52.398
16118  ,113.209     ,751.45  ,-7.2182  ,-57.364
16119  ,112.998     ,763.68  ,-7.9475  ,-56.55
16120  ,114.459     ,778.38  ,-3.9956  ,-48.344
16121  ,112.934     ,779.77  ,-4.4381  ,-54.279
16122  ,114.827     ,770.08  ,-4.1042  ,-44.72
16123  ,113.005     ,772.38  ,-0.50555  ,-56.794
16124  ,113.998     ,774.17  ,-0.035871  ,-51.51
16125  ,116.939     ,774.24  ,0.32427  ,-45.353
16126  ,113.040     ,771.7  ,-8.21  ,-56.578
16127  ,112.025     ,785.35  ,-8.4845  ,-55.503
16128  ,113.836     ,766.33  ,-8.4929  ,-51.112
16129  ,112.311     ,799.44  ,-4.1724  ,-50.763
16130  ,114.008     ,787.24  ,-4.0001  ,-48.223
16131  ,112.482     ,788.62  ,-4.4427  ,-54.158
16132  ,112.997     ,792.55  ,-0.018768  ,-51.41
16133  ,116.487     ,790.96  ,0.24041  ,-44.874
16134  ,111.573     ,793.98  ,-8.4677  ,-55.382
16135  ,113.427     ,783.82  ,-8.719  ,-51.019
16136  ,107.392     ,730.72  ,-6.2417  ,-35.245
16137  ,100.547     ,718.67  ,-7.2758  ,-33.474
16138  ,106.315     ,723.73  ,-2.8858  ,-33.819
16139  ,109.324     ,729.11  ,-0.87655  ,-46.903
16140  ,110.105     ,734.29  ,-0.16087  ,-45.275
16141  ,113.353     ,726.33  ,0.006296  ,-39.574
16142  ,102.227     ,726.38  ,-13.931  ,-36.999
16143  ,88.353      ,718.52  ,-14.468  ,-36.936
16144  ,109.442     ,728.1  ,-6.8502  ,-46.666
16145  ,110.250     ,742.05  ,-8.0475  ,-45.352
16146  ,112.681     ,746.21  ,-4.2094  ,-39.004
16147  ,109.482     ,738.58  ,-6.7181  ,-35.093
16148  ,110.427     ,747.16  ,-10.682  ,-33.482
16149  ,110.911     ,744.54  ,-5.2943  ,-31.68
16150  ,112.196     ,742.15  ,-0.63734  ,-45.122
16151  ,115.443     ,734.18  ,-0.47017  ,-39.422
16152  ,115.443     ,742.03  ,-0.0063255  ,-39.382
16153  ,108.600     ,742.08  ,-13.725  ,-36.692
16154  ,104.317     ,734.22  ,-14.28  ,-36.581
16155  ,112.340     ,750.06  ,-8.4529  ,-45.199
16156  ,108.795     ,734.18  ,-8.2614  ,-39.439
16157  ,112.884     ,759.75  ,-10.273  ,-33.008
16158  ,113.955     ,754.07  ,-4.4668  ,-38.882
16159  ,111.701     ,755.03  ,-10.939  ,-33.36
16160  ,114.604     ,761.48  ,-4.3695  ,-38.685
16161  ,112.391     ,757.79  ,-13.216  ,-36.448
16162  ,109.874     ,749.94  ,-13.846  ,-36.337
16163  ,113.614     ,757.56  ,-8.728  ,-45.077
16164  ,113.656     ,766.45  ,-8.9276  ,-45.106
16165  ,112.159     ,749.89  ,-8.9765  ,-39.209
16166  ,114.993     ,777.64  ,-4.3446  ,-42.059
16167  ,113.641     ,767.61  ,-10.356  ,-32.758
16168  ,115.361     ,769.34  ,-4.4532  ,-38.435
16169  ,115.295     ,775.87  ,-6.9312  ,-33.837
16170  ,117.473     ,773.5  ,-0.0248  ,-39.068
16171  ,114.601     ,773.5  ,-12.427  ,-36.099
16172  ,113.147     ,765.65  ,-13.175  ,-36.023
16173  ,114.413     ,774.02  ,-9.0244  ,-44.855
16174  ,113.961     ,783.24  ,-9.0199  ,-44.734
16175  ,114.190     ,765.63  ,-9.3126  ,-38.867
16176  ,113.623     ,797.7  ,-4.4293  ,-44.197
16177  ,115.320     ,785.5  ,-4.2571  ,-41.657
16178  ,115.946     ,793.41  ,-4.7909  ,-37.418
16179  ,116.138     ,791.91  ,-6.7533  ,-32.689
16180  ,115.622     ,783.73  ,-6.8436  ,-33.435
16181  ,116.901     ,788.09  ,-0.58014  ,-32.174
16182  ,117.800     ,781.36  ,0.062796  ,-38.667
16183  ,117.800     ,789.22  ,-0.016527  ,-38.308
16184  ,115.676     ,789.18  ,-11.425  ,-35.634
16185  ,114.928     ,781.34  ,-12.235  ,-35.579
16186  ,114.288     ,790.82  ,-8.9361  ,-44.333
16187  ,115.274     ,781.35  ,-9.3122  ,-38.185
16188  ,113.615     ,805.56  ,-4.1456  ,-44.111
16189  ,116.204     ,810.39  ,-3.5766  ,-34.351
16190  ,116.055     ,808.02  ,-6.2044  ,-33.286
16191  ,116.210     ,804.52  ,-7.4071  ,-30.297
16192  ,115.937     ,801.28  ,-4.5072  ,-37.331
16193  ,116.130     ,799.78  ,-6.4696  ,-32.603
16194  ,117.792     ,804.94  ,-0.00076834  ,-37.686
16195  ,117.792     ,812.76  ,-0.49503  ,-38.01
16196  ,115.851     ,804.89  ,-10.496  ,-35.535
16197  ,115.668     ,797.04  ,-10.987  ,-35.404
16198  ,115.592     ,797.07  ,-8.9484  ,-37.481
16199  ,93.945      ,801.84  ,1.0238  ,-117.77
16200  ,93.994      ,801.73  ,-1.0084  ,-117.71
16201  ,97.159      ,795.01  ,1.0714  ,-112.96
16202  ,98.664      ,794.47  ,2.0055  ,-108.49
16203  ,100.403     ,787.65  ,0.86968  ,-108.03
16204  ,97.208      ,794.9  ,-1.0552  ,-112.9
16205  ,100.455     ,787.5  ,-0.85111  ,-107.94
16206  ,95.046      ,799.98  ,0.0101  ,-117.07
16207  ,103.198     ,780.8  ,0.90662  ,-103.22
16208  ,105.598     ,773.77  ,0.79631  ,-98.396
16209  ,103.251     ,780.65  ,-0.88724  ,-103.13
16210  ,105.650     ,773.58  ,-0.77538  ,-98.28
16211  ,101.055     ,786.24  ,0.011032  ,-107.45
16212  ,107.759     ,766.92  ,0.82749  ,-93.583
16213  ,108.980     ,763.66  ,1.7347  ,-88.796
16214  ,109.371     ,760  ,0.75623  ,-88.796
16215  ,107.812     ,766.73  ,-0.80571  ,-93.467
16216  ,109.407     ,759.77  ,-0.73343  ,-88.651
16217  ,109.029     ,763.43  ,-1.7201  ,-88.651
16218  ,106.012     ,772.5  ,0.011965  ,-97.821
16219  ,111.405     ,751.12  ,2.0541  ,-79.056
16220  ,111.594     ,746.41  ,0.89138  ,-79.199
16221  ,110.800     ,753.14  ,0.7837  ,-83.983
16222  ,111.607     ,746.14  ,-0.86667  ,-79.025
16223  ,110.835     ,752.91  ,-0.76004  ,-83.838
16224  ,109.602     ,758.77  ,0.012898  ,-88.195
16225  ,112.223     ,732.67  ,0.86034  ,-69.615
16226  ,112.234     ,739.56  ,0.92157  ,-74.386
16227  ,112.204     ,732.36  ,-0.83382  ,-69.412
16228  ,112.247     ,739.28  ,-0.89599  ,-74.212
16229  ,111.670     ,745.03  ,0.01383  ,-78.57
16230  ,112.011     ,725.82  ,0.88763  ,-64.802
16231  ,110.687     ,718.61  ,-0.81951  ,-59.806
16232  ,111.992     ,725.5  ,-0.86024  ,-64.6
16233  ,112.098     ,731.29  ,0.014763  ,-68.945
16234  ,114.537     ,819.36  ,-82.496  ,-25.34
16235  ,114.574     ,811.35  ,-76.086  ,-22.799
16236  ,114.562     ,815.97  ,-76.086  ,-22.799
16237  ,114.548     ,815.97  ,-81.292  ,-23.037
16238  ,114.548     ,814.74  ,-82.496  ,-25.34
16239  ,114.559     ,810.49  ,-81.94  ,-23.505
16240  ,114.576     ,806.69  ,-77.753  ,-23.351
16241  ,114.536     ,814.46  ,-87.253  ,-26.327
16242  ,114.549     ,814.12  ,-82.549  ,-27.728
16243  ,114.560     ,809.7  ,-81.993  ,-26.233
16244  ,114.577     ,805.91  ,-77.806  ,-26.191
16245  ,114.561     ,809.07  ,-81.346  ,-24.708
16246  ,114.538     ,814.83  ,-86.659  ,-27.44
16247  ,119.118     ,805.04  ,32.382  ,-23.672
16248  ,118.797     ,813  ,28.64  ,-23.501
16249  ,119.663     ,798.65  ,24.138  ,-23.296
16250  ,119.663     ,805.8  ,22.461  ,-23.219
16251  ,117.346     ,828.08  ,24.655  ,-23.089
16252  ,117.720     ,828.08  ,33.345  ,-23.486
16253  ,117.589     ,828.05  ,28.176  ,-25.657
16254  ,117.783     ,828.21  ,36.157  ,-25.896
16255  ,118.294     ,820.58  ,29.03  ,-23.289
16256  ,119.160     ,813.38  ,22.85  ,-23.007
16257  ,119.160     ,820.58  ,21.363  ,-22.939
16258  ,118.823     ,813.02  ,27.303  ,-26.075
16259  ,117.587     ,828.08  ,40.252  ,-23.696
16260  ,117.716     ,828.08  ,48.942  ,-24.092
16261  ,117.650     ,828.12  ,43.064  ,-26.109
16262  ,117.732     ,828.22  ,50.789  ,-26.342
16263  ,118.482     ,812.63  ,39.679  ,-23.67
16264  ,118.034     ,820.58  ,43.604  ,-23.849
16265  ,118.161     ,820.58  ,35.937  ,-23.5
16266  ,118.690     ,813.14  ,34.211  ,-26.282
16267  ,118.187     ,820.58  ,34.6  ,-26.074
16268  ,117.652     ,828.08  ,55.849  ,-24.303
16269  ,117.668     ,828.19  ,57.696  ,-26.553
16270  ,118.228     ,812.09  ,54.345  ,-24.235
16271  ,117.903     ,820.58  ,58.179  ,-24.409
16272  ,117.970     ,820.58  ,50.512  ,-24.06
16273  ,117.990     ,820.58  ,48.415  ,-26.495
16274  ,117.629     ,828.08  ,71.446  ,-24.91
16275  ,117.608     ,827.73  ,64.604  ,-26.778
16276  ,117.629     ,828.25  ,71.969  ,-26.987
16277  ,117.770     ,820.58  ,72.753  ,-24.97
16278  ,117.842     ,820.58  ,65.086  ,-24.62
16279  ,117.968     ,813.51  ,69.514  ,-27.348
16280  ,118.222     ,808.78  ,63.136  ,-27.293
16281  ,117.729     ,820.58  ,76.594  ,-27.355
16282  ,117.856     ,814.83  ,73.929  ,-25.023
16283  ,118.104     ,809.07  ,67.437  ,-24.727
16284  ,117.866     ,820.58  ,62.229  ,-26.917
16285  ,118.371     ,807.62  ,55.124  ,-24.39
16286  ,118.045     ,816.12  ,58.958  ,-24.565
16287  ,118.717     ,798.98  ,50.614  ,-27.201
16288  ,118.426     ,803.97  ,57.007  ,-27.248
16289  ,118.069     ,816.09  ,56.101  ,-26.862
16290  ,118.009     ,816.12  ,63.008  ,-27.072
16291  ,118.840     ,803.69  ,41.237  ,-23.982
16292  ,119.055     ,795.73  ,41.237  ,-23.982
16293  ,118.650     ,803.15  ,48.996  ,-24.335
16294  ,118.392     ,811.65  ,45.162  ,-24.161
16295  ,118.997     ,794.17  ,44.486  ,-27.156
16296  ,118.412     ,811.55  ,43.065  ,-26.599
16297  ,118.349     ,811.84  ,49.973  ,-26.801
16298  ,118.491     ,807.18  ,50.752  ,-26.962
16299  ,119.158     ,799.23  ,35.108  ,-23.927
16300  ,119.372     ,791.27  ,35.108  ,-23.927
16301  ,119.552     ,784.37  ,31.963  ,-27.064
16302  ,119.314     ,789.36  ,38.358  ,-27.111
16303  ,119.703     ,783.4  ,27.116  ,-26.944
16304  ,119.703     ,785.65  ,28.386  ,-23.62
16305  ,119.703     ,792.83  ,26.865  ,-23.551
16306  ,119.365     ,799.48  ,29.64  ,-26.546
16307  ,118.730     ,807.48  ,36.937  ,-26.532
16308  ,119.088     ,798.25  ,38.495  ,-26.853
16309  ,119.101     ,785.91  ,14.065  ,-26.635
16310  ,118.847     ,778.87  ,15.962  ,-23.768
16311  ,119.291     ,785.01  ,16.804  ,-20.241
16312  ,120.000     ,779.31  ,18.822  ,-30.191
16313  ,120.000     ,787.11  ,17.639  ,-30.087
16314  ,120.000     ,778.75  ,21.059  ,-26.897
16315  ,120.000     ,781.18  ,22.257  ,-23.565
16316  ,120.000     ,788.36  ,20.736  ,-23.496
16317  ,119.663     ,795.29  ,23.512  ,-26.483
16318  ,119.703     ,789.32  ,26.238  ,-26.743
16319  ,119.121     ,799.33  ,11.719  ,-26.702
16320  ,119.306     ,796.75  ,13.173  ,-20.242
16321  ,119.101     ,791.86  ,12.97  ,-26.425
16322  ,120.000     ,793.08  ,16.648  ,-29.937
16323  ,120.000     ,800.84  ,15.225  ,-29.836
16324  ,120.000     ,794.31  ,19.642  ,-23.287
16325  ,120.000     ,801.46  ,17.964  ,-23.21
16326  ,119.663     ,801.12  ,22.417  ,-26.277
16327  ,120.000     ,790.81  ,19.06  ,-26.48
16328  ,119.030     ,813.19  ,10.546  ,-21.802
16329  ,119.295     ,809.8  ,10.432  ,-20.116
16330  ,119.121     ,805.27  ,10.605  ,-26.492
16331  ,118.412     ,812.23  ,8.5754  ,-28.479
16332  ,120.000     ,806.8  ,14.253  ,-29.697
16333  ,120.000     ,814.6  ,13.202  ,-29.554
16334  ,120.000     ,807.41  ,16.85  ,-23.001
16335  ,120.000     ,814.61  ,15.362  ,-22.933
16336  ,119.663     ,806.87  ,21.303  ,-26.074
16337  ,119.160     ,814.7  ,21.692  ,-25.854
16338  ,120.000     ,802.68  ,16.765  ,-26.059
16339  ,119.030     ,819.17  ,9.6392  ,-21.598
16340  ,118.548     ,822.76  ,9.1217  ,-21.083
16341  ,117.144     ,826.38  ,6.7829  ,-26.602
16342  ,118.412     ,818.21  ,7.6686  ,-28.274
16343  ,118.186     ,828.08  ,17.748  ,-22.879
16344  ,118.429     ,828.19  ,21.269  ,-25.442
16345  ,117.855     ,827.64  ,12.808  ,-22.653
16346  ,117.661     ,827.73  ,12.805  ,-25.198
16347  ,116.619     ,828.11  ,11.664  ,-29.386
16348  ,120.000     ,820.58  ,12.545  ,-29.433
16349  ,120.000     ,820.58  ,14.455  ,-22.729
16350  ,119.160     ,820.58  ,20.786  ,-25.652
16351  ,120.000     ,814.6  ,14.742  ,-25.645
16352  ,114.602     ,820.58  ,-63.062  ,-24.527
16353  ,114.606     ,820.58  ,-62.339  ,-26.92
16354  ,114.579     ,815.97  ,-70.048  ,-24.846
16355  ,114.567     ,820.58  ,-70.048  ,-24.846
16356  ,114.636     ,808.09  ,-59.634  ,-25.386
16357  ,114.742     ,808.75  ,-49.679  ,-24.148
16358  ,114.597     ,801.52  ,-49.679  ,-24.148
16359  ,114.667     ,809.06  ,-55.075  ,-24.394
16360  ,114.646     ,815.98  ,-56.749  ,-24.471
16361  ,114.650     ,815.96  ,-56.026  ,-26.864
16362  ,114.623     ,811.36  ,-63.735  ,-24.789
16363  ,114.613     ,815.98  ,-62.902  ,-27.073
16364  ,114.787     ,804.14  ,-43.365  ,-24.092
16365  ,114.642     ,796.91  ,-43.365  ,-24.092
16366  ,114.695     ,811.58  ,-49.712  ,-26.801
16367  ,114.778     ,811.3  ,-42.836  ,-26.599
16368  ,114.701     ,806.77  ,-50.275  ,-26.96
16369  ,115.032     ,797.46  ,-30.024  ,-23.715
16370  ,114.511     ,788.15  ,-30.024  ,-23.715
16371  ,114.815     ,799.54  ,-37.052  ,-24.035
16372  ,114.670     ,792.31  ,-37.052  ,-24.035
16373  ,115.094     ,799.12  ,-29.258  ,-26.545
16374  ,114.807     ,807.11  ,-36.522  ,-26.531
16375  ,114.957     ,791.13  ,-26.105  ,-23.536
16376  ,114.775     ,797.56  ,-37.648  ,-26.847
16377  ,114.280     ,781.73  ,-17.641  ,-17.236
16378  ,114.359     ,778.31  ,-14.676  ,-24.059
16379  ,115.193     ,783.89  ,-13.726  ,-25.575
16380  ,115.027     ,792.86  ,-23.71  ,-23.658
16381  ,114.505     ,783.55  ,-23.71  ,-23.658
16382  ,115.088     ,794.81  ,-22.945  ,-26.48
16383  ,114.951     ,786.52  ,-19.791  ,-23.48
16384  ,114.051     ,779.71  ,-21.01  ,-23.535
16385  ,115.312     ,789.88  ,-17.919  ,-26.472
16386  ,115.271     ,786.46  ,-16.19  ,-30.062
16387  ,114.523     ,778.64  ,-17.157  ,-30.138
16388  ,114.797     ,788.35  ,-25.021  ,-26.734
16389  ,112.253     ,765.69  ,-29.549  ,-24.484
16390  ,112.544     ,768.71  ,-29.427  ,-26.531
16391  ,112.852     ,768.46  ,-33.175  ,-25.431
16392  ,114.545     ,789.64  ,-58.351  ,-27.363
16393  ,114.300     ,782.34  ,-52.019  ,-24.602
16394  ,114.334     ,782.95  ,-52.019  ,-26.478
16395  ,114.349     ,785.33  ,-52.11  ,-27.646
16396  ,114.103     ,776.95  ,-45.778  ,-25.807
16397  ,113.696     ,777  ,-39.416  ,-27.509
16398  ,114.390     ,785.29  ,-52.019  ,-26.467
16399  ,114.405     ,787.34  ,-52.11  ,-27.59
16400  ,114.193     ,780.43  ,-45.778  ,-27.602
16401  ,114.562     ,791.57  ,-62.053  ,-25.753
16402  ,114.577     ,793.3  ,-62.144  ,-27.506
16403  ,111.933     ,764.84  ,-27.589  ,-26.399
16404  ,112.241     ,763.88  ,-31.336  ,-25.604
16405  ,112.532     ,767.61  ,-31.215  ,-27.536
16406  ,112.701     ,765.93  ,-33.806  ,-25.147
16407  ,112.992     ,769.26  ,-33.684  ,-27.563
16408  ,113.489     ,772.83  ,-40.046  ,-27.007
16409  ,113.545     ,774.89  ,-40.046  ,-27.59
16410  ,112.381     ,765.49  ,-31.845  ,-26.962
16411  ,112.672     ,769  ,-31.389  ,-23.3
16412  ,113.809     ,777.71  ,-32.845  ,-20.828
16413  ,113.355     ,773.87  ,-30.145  ,-20.705
16414  ,112.980     ,768.33  ,-35.137  ,-21.602
16415  ,113.271     ,771.77  ,-35.015  ,-24.247
16416  ,113.734     ,773.94  ,-41.377  ,-21.86
16417  ,113.768     ,772.77  ,-41.377  ,-23.625
16418  ,113.825     ,777.29  ,-41.377  ,-24.278
16419  ,113.120     ,767.73  ,-35.646  ,-22.989
16420  ,114.260     ,782.72  ,-38.496  ,-21.085
16421  ,114.419     ,786.87  ,-45.524  ,-21.406
16422  ,114.415     ,784.17  ,-53.269  ,-22.805
16423  ,114.185     ,779.03  ,-47.028  ,-22.094
