Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
476  ,96.157      ,799.12  ,-2.2545  ,-113.54
477  ,107.285     ,792.19  ,-7.486  ,-72.717
478  ,110.585     ,766.75  ,-6.188  ,-73.753
479  ,111.833     ,749.79  ,-4.0911  ,-74.382
480  ,112.183     ,741.61  ,-1.8936  ,-74.667
481  ,110.170     ,795.42  ,-8.2576  ,-59.865
482  ,112.201     ,769.38  ,-7.6694  ,-62.017
483  ,112.623     ,747.99  ,-6.0452  ,-63.646
484  ,112.383     ,734.24  ,-3.9218  ,-64.619
485  ,112.098     ,727.61  ,-1.8129  ,-65.068
486  ,112.180     ,731.22  ,-5.9771  ,-53.712
487  ,111.259     ,719.44  ,-3.8395  ,-54.918
488  ,109.487     ,713.75  ,-1.775  ,-55.48
489  ,120.000     ,800.98  ,-1.0625E-14  ,1.8702E-14
490  ,116.358     ,794.58  ,-10.603  ,1.0795E-14
491  ,114.303     ,785.35  ,-18.941  ,-1.7889E-15
492  ,111.814     ,774.4  ,-24.878  ,-4.6187E-14
493  ,114.729     ,788.61  ,-22.199  ,-4.6624
494  ,116.505     ,802.65  ,-19.148  ,-11.836
495  ,116.238     ,816.51  ,-15.83  ,-20.052
496  ,115.982     ,820.58  ,-14.993  ,-20.014
497  ,117.000     ,820.58  ,-11.101  ,-8.7265
498  ,120.000     ,820.58  ,9.9204E-15  ,-3.9952
499  ,120.000     ,810.72  ,1.3336E-14  ,-2.2653
500  ,120.000     ,710.68  ,20.068  ,-33.307
501  ,120.000     ,710.68  ,31.314  ,-21.561
502  ,120.000     ,710.68  ,37.555  ,-6.5599
503  ,120.000     ,726.82  ,35.787  ,-6.4702
504  ,120.000     ,742.85  ,33.464  ,-7.366
505  ,120.000     ,758.76  ,30.556  ,-8.9738
506  ,120.000     ,774.52  ,27.078  ,-10.398
507  ,120.000     ,790.09  ,23.046  ,-10.716
508  ,120.000     ,805.45  ,18.514  ,-9.2901
509  ,120.000     ,820.58  ,13.941  ,-8.6465
510  ,120.000     ,820.58  ,15.033  ,-20.016
511  ,120.000     ,806.18  ,18.008  ,-20.151
512  ,120.000     ,791.87  ,21.363  ,-20.304
513  ,120.000     ,777.51  ,24.404  ,-20.443
514  ,120.000     ,763.03  ,26.787  ,-20.551
515  ,120.000     ,760.29  ,23.046  ,-27.503
516  ,120.000     ,772.62  ,21.865  ,-27.103
517  ,120.000     ,820.58  ,10.821  ,-33.307
518  ,120.000     ,804.9  ,12.364  ,-33.307
519  ,120.000     ,789.33  ,14.901  ,-33.307
520  ,120.000     ,773.68  ,16.997  ,-33.307
521  ,120.000     ,757.95  ,18.181  ,-33.307
522  ,120.000     ,742.19  ,18.703  ,-33.307
523  ,120.000     ,726.43  ,19.198  ,-33.307
524  ,120.000     ,745.57  ,30.016  ,-18.302
525  ,120.000     ,734.85  ,29.785  ,-20.701
526  ,97.814      ,360.68  ,42.629  ,1.5775
527  ,95.016      ,360.68  ,56.684  ,0.57384
528  ,92.568      ,360.68  ,70.701  ,-0.84336
529  ,90.084      ,360.68  ,84.687  ,-2.6048
530  ,87.466      ,360.68  ,98.64  ,-4.6414
531  ,83.722      ,371.61  ,111.78  ,-5.4647
532  ,79.284      ,382.63  ,124.85  ,-6.3691
533  ,74.665      ,393.7  ,137.88  ,-7.2921
534  ,75.430      ,410.68  ,135.41  ,-4.9056
535  ,79.668      ,410.68  ,119.95  ,-2.2969
536  ,83.685      ,410.68  ,104.47  ,0.23468
537  ,87.506      ,410.68  ,88.977  ,2.5792
538  ,91.204      ,410.68  ,73.447  ,4.6258
539  ,94.842      ,410.68  ,57.872  ,6.2664
540  ,98.837      ,410.68  ,42.24  ,7.3978
541  ,98.469      ,394.02  ,42.462  ,5.4531
542  ,98.138      ,377.35  ,42.588  ,3.5133
543  ,85.981      ,394  ,97.093  ,-0.54851
544  ,86.706      ,377.33  ,97.145  ,-2.4786
545  ,82.977      ,390.13  ,109.83  ,-2.9982
546  ,79.377      ,395.22  ,122.25  ,-4.4667
547  ,89.089      ,393.98  ,83.761  ,1.369
548  ,89.490      ,377.32  ,84.211  ,-0.6166
549  ,92.150      ,393.97  ,69.995  ,3.0884
550  ,92.217      ,377.31  ,70.798  ,1.0675
551  ,95.209      ,393.96  ,55.859  ,4.5019
552  ,94.941      ,377.3  ,56.972  ,2.4734
553  ,106.325     ,367.16  ,-144.4  ,8.8641
554  ,107.398     ,360.68  ,-128.59  ,-9.5563
555  ,107.919     ,360.68  ,-116.58  ,-7.5427
556  ,107.003     ,371.13  ,-128.04  ,-8.257
557  ,105.841     ,381.56  ,-139.48  ,-8.9775
558  ,104.186     ,391.96  ,-150.88  ,-9.6626
559  ,96.240      ,310.68  ,42.369  ,-4.2061
560  ,94.932      ,310.68  ,53.638  ,-4.98
561  ,94.012      ,310.68  ,64.881  ,-6.0352
562  ,92.913      ,320.5  ,76.12  ,-6.1836
563  ,91.304      ,330.44  ,87.278  ,-6.5082
564  ,89.141      ,340.47  ,98.367  ,-6.9728
565  ,86.370      ,350.56  ,109.39  ,-7.5413
566  ,82.877      ,360.68  ,120.37  ,-8.1777
567  ,85.276      ,360.68  ,109.51  ,-6.3743
568  ,97.653      ,347.08  ,42.609  ,-5.5527E-15
569  ,97.281      ,334.95  ,42.557  ,-1.4045
570  ,96.826      ,322.82  ,42.476  ,-2.8067
571  ,91.374      ,343.12  ,81.752  ,-4.2588
572  ,93.057      ,345.64  ,69.711  ,-2.4751
573  ,93.307      ,330.61  ,70.116  ,-4.2787
574  ,94.919      ,344.01  ,57.28  ,-1.4104
575  ,94.746      ,327.34  ,58.087  ,-3.4202
576  ,111.227     ,317.63  ,-104.21  ,-2.7515
577  ,111.237     ,322.12  ,-99.404  ,15.596
578  ,113.832     ,310.68  ,-86.177  ,-8.5343
579  ,117.069     ,310.68  ,-74.259  ,-7.0919
580  ,112.116     ,322.02  ,-86.551  ,-7.3794
581  ,110.227     ,333.45  ,-98.754  ,-7.8416
582  ,108.929     ,344.94  ,-110.88  ,-8.4304
583  ,95.173      ,295.84  ,42.2  ,-5.9154
584  ,93.709      ,280.99  ,41.98  ,-7.6248
585  ,91.571      ,266.09  ,41.783  ,-8.7681
586  ,93.447      ,277.06  ,53.597  ,-8.3154
587  ,93.874      ,288.17  ,65.296  ,-8.1365
588  ,93.460      ,299.39  ,76.89  ,-8.1909
589  ,92.343      ,310.68  ,88.391  ,-8.4381
590  ,93.155      ,310.68  ,76.632  ,-7.3799
591  ,94.333      ,293.78  ,52.911  ,-6.8866
592  ,120.000     ,260.68  ,-49.79  ,6.8709
593  ,120.000     ,271.2  ,-60.38  ,6.4747
594  ,120.000     ,282.97  ,-59.225  ,20.744
595  ,120.000     ,271.95  ,-47.466  ,21.84
596  ,120.000     ,260.68  ,-47.747  ,-0.96967
597  ,120.000     ,260.68  ,-41.991  ,-6.7294
598  ,120.000     ,266.1  ,-41.785  ,-8.7688
599  ,120.000     ,275.16  ,-51.562  ,-8.3737
600  ,120.000     ,284.32  ,-61.258  ,-8.1708
601  ,120.000     ,293.56  ,-70.88  ,-8.1368
602  ,58.543      ,160.68  ,-1.8296E-16  ,43.439
603  ,52.155      ,143.99  ,2.8867E-15  ,42.85
604  ,45.032      ,127.31  ,8.1315E-17  ,41.893
605  ,30.000      ,110.68  ,-1.7185E-14  ,40.383
606  ,39.925      ,110.68  ,-14.369  ,36.44
607  ,41.969      ,110.68  ,-25.968  ,27.009
608  ,43.065      ,110.68  ,-34.057  ,14.413
609  ,48.393      ,127.31  ,-39.654  ,3.4152E-15
610  ,53.627      ,143.98  ,-40.744  ,-8.9447E-15
611  ,59.199      ,160.68  ,-41.337  ,-7.8334E-15
612  ,59.121      ,160.68  ,-37.279  ,15.642
613  ,58.956      ,160.68  ,-28.382  ,29.23
614  ,58.751      ,160.68  ,-15.652  ,39.282
615  ,47.232      ,127.39  ,-26.494  ,28.862
616  ,53.021      ,144.05  ,-26.81  ,30.028
617  ,48.048      ,127.39  ,-36.01  ,14.279
618  ,53.441      ,144.05  ,-36.596  ,15.658
619  ,46.012      ,127.39  ,-13.242  ,38.741
620  ,52.528      ,144.05  ,-13.393  ,39.741
621  ,58.035      ,160.68  ,41.38  ,-4.8442E-17
622  ,51.443      ,143.97  ,40.808  ,3.089E-17
623  ,43.851      ,127.3  ,39.73  ,2.5236E-16
624  ,30.000      ,110.68  ,37.982  ,3.5614E-13
625  ,30.000      ,110.68  ,34.122  ,14.486
626  ,30.000      ,110.68  ,26.016  ,27.092
627  ,30.000      ,110.68  ,14.436  ,36.478
628  ,58.339      ,160.68  ,15.665  ,39.333
629  ,58.164      ,160.68  ,28.397  ,29.319
630  ,58.060      ,160.68  ,37.318  ,15.722
631  ,43.949      ,127.39  ,25.897  ,29.649
632  ,51.557      ,144.05  ,26.856  ,30.119
633  ,44.223      ,127.39  ,12.826  ,39.012
634  ,51.821      ,144.05  ,13.804  ,39.62
635  ,43.802      ,127.39  ,35.507  ,15.674
636  ,51.455      ,144.05  ,36.46  ,16.182
637  ,58.253      ,160.68  ,31.889  ,-33.307
638  ,51.980      ,143.99  ,31.493  ,-33.307
639  ,44.997      ,127.32  ,30.71  ,-33.307
640  ,30.000      ,110.68  ,29.403  ,-33.307
641  ,30.000      ,110.68  ,36.352  ,-17.349
642  ,58.093      ,160.68  ,39.33  ,-17.434
643  ,48.038      ,135.72  ,38.469  ,-17.304
644  ,48.336      ,127.31  ,-30.848  ,-33.307
645  ,53.528      ,144  ,-31.617  ,-33.307
646  ,59.056      ,160.68  ,-31.981  ,-33.307
647  ,59.174      ,160.68  ,-39.37  ,-17.402
648  ,51.049      ,135.72  ,-38.524  ,-17.257
649  ,43.386      ,110.68  ,-21.862  ,-43.1
650  ,42.960      ,110.68  ,-11.988  ,-50.539
651  ,42.416      ,110.68  ,1.1994E-14  ,-53.667
652  ,47.356      ,127.35  ,-3.6185E-15  ,-53.952
653  ,52.911      ,144.02  ,-6.3426E-15  ,-54.058
654  ,58.668      ,160.68  ,-1.1113E-14  ,-54.075
655  ,58.795      ,160.68  ,-12.748  ,-50.99
656  ,58.932      ,160.68  ,-23.528  ,-43.433
657  ,50.530      ,135.72  ,-17.16  ,-48.22
658  ,41.550      ,110.68  ,11.89  ,-50.496
659  ,39.466      ,110.68  ,21.749  ,-43.061
660  ,58.393      ,160.68  ,23.431  ,-43.407
661  ,58.539      ,160.68  ,12.699  ,-50.942
662  ,49.552      ,135.72  ,17.02  ,-48.173
663  ,76.885      ,210.68  ,-3.8828E-15  ,45
664  ,70.851      ,194.02  ,-4.0626E-15  ,44.329
665  ,64.732      ,177.35  ,-4.1572E-15  ,43.863
666  ,64.989      ,177.35  ,-41.597  ,-1.0835E-14
667  ,70.997      ,194.02  ,-41.7  ,-7.9587E-15
668  ,77.281      ,210.68  ,-41.796  ,1.0571E-15
669  ,77.388      ,210.68  ,-37.845  ,16.109
670  ,77.303      ,210.68  ,-28.927  ,30.168
671  ,77.116      ,210.68  ,-16.019  ,40.648
672  ,64.925      ,177.33  ,-27.899  ,30.283
673  ,71.024      ,193.99  ,-27.83  ,30.795
674  ,64.983      ,177.33  ,-37.611  ,15.661
675  ,71.043      ,193.99  ,-37.583  ,16.177
676  ,64.832      ,177.33  ,-14.454  ,40.342
677  ,70.951      ,193.99  ,-14.391  ,40.835
678  ,75.793      ,210.68  ,41.779  ,-1.8695E-14
679  ,70.102      ,194.02  ,41.701  ,-8.0114E-17
680  ,64.185      ,177.35  ,41.619  ,8.06E-17
681  ,76.578      ,210.68  ,15.996  ,40.63
682  ,76.247      ,210.68  ,28.864  ,30.186
683  ,75.970      ,210.68  ,37.797  ,16.138
684  ,64.400      ,177.33  ,27.614  ,30.639
685  ,70.431      ,193.99  ,27.75  ,30.883
686  ,64.580      ,177.33  ,14.192  ,40.496
687  ,70.664      ,193.99  ,14.401  ,40.832
688  ,64.251      ,177.33  ,37.397  ,16.224
689  ,70.220      ,193.99  ,37.48  ,16.412
690  ,75.747      ,210.68  ,32.312  ,-33.307
691  ,70.107      ,194.02  ,32.153  ,-33.307
692  ,64.258      ,177.35  ,32.055  ,-33.307
693  ,75.713      ,210.68  ,39.688  ,-17.384
694  ,67.086      ,185.51  ,39.605  ,-17.308
695  ,64.799      ,177.35  ,-32.104  ,-33.307
696  ,70.682      ,194.02  ,-32.155  ,-33.307
697  ,76.661      ,210.68  ,-32.266  ,-33.307
698  ,77.041      ,210.68  ,-39.667  ,-17.398
699  ,67.802      ,185.51  ,-39.613  ,-17.31
700  ,64.512      ,177.35  ,-1.6395E-14  ,-54.094
701  ,70.364      ,194.02  ,1.3549E-14  ,-54.216
702  ,76.075      ,210.68  ,-1.318E-14  ,-54.502
703  ,76.213      ,210.68  ,-12.916  ,-51.284
704  ,76.407      ,210.68  ,-23.79  ,-43.552
705  ,67.498      ,185.51  ,-17.574  ,-48.281
706  ,75.832      ,210.68  ,23.778  ,-43.625
707  ,75.947      ,210.68  ,12.905  ,-51.327
708  ,67.266      ,185.51  ,17.553  ,-48.266
709  ,92.656      ,260.68  ,-3.2526E-15  ,47.526
710  ,88.129      ,244.02  ,3.2933E-15  ,46.707
711  ,82.727      ,227.35  ,-5.5904E-15  ,45.829
712  ,83.351      ,225.35  ,-41.897  ,5.0009E-15
713  ,90.692      ,240.02  ,-42.004  ,-3.399E-14
714  ,104.160     ,254.69  ,-42.112  ,-6.3375E-15
715  ,96.985      ,260.68  ,-26.621  ,34.818
716  ,94.021      ,260.68  ,-14.565  ,43.83
717  ,88.498      ,235.87  ,-38.097  ,16.493
718  ,89.654      ,239.39  ,-32.873  ,26.259
719  ,92.819      ,247.84  ,-28.327  ,32.455
720  ,83.808      ,227.34  ,-28.314  ,31.557
721  ,83.929      ,226.58  ,-36.555  ,19.466
722  ,83.297      ,227.34  ,-17.583  ,40.535
723  ,89.309      ,244.01  ,-17.465  ,41.434
724  ,84.986      ,240  ,41.967  ,2.0708E-14
725  ,80.540      ,225.34  ,41.867  ,1.3824E-15
726  ,91.798      ,260.68  ,14.564  ,43.766
727  ,91.149      ,260.68  ,26.541  ,34.788
728  ,90.948      ,260.68  ,35.513  ,22.645
729  ,89.394      ,253.6  ,37.639  ,18.078
730  ,87.820      ,247.56  ,28.083  ,32.587
731  ,84.025      ,235.8  ,37.768  ,17.084
732  ,81.806      ,227.34  ,27.796  ,32.024
733  ,82.284      ,227.34  ,14.107  ,42.375
734  ,87.446      ,244.01  ,14.472  ,43.025
735  ,89.988      ,260.68  ,32.717  ,-33.307
736  ,85.863      ,244.02  ,32.662  ,-33.307
737  ,81.051      ,227.35  ,32.505  ,-33.307
738  ,90.023      ,260.68  ,38.928  ,-20.544
739  ,86.136      ,244.73  ,40.598  ,-14.678
740  ,82.709      ,227.35  ,-32.418  ,-33.307
741  ,88.797      ,244.02  ,-32.553  ,-33.307
742  ,94.457      ,260.68  ,-32.613  ,-33.307
743  ,98.378      ,260.68  ,-38.867  ,-20.571
744  ,91.655      ,244.51  ,-40.51  ,-14.931
745  ,81.487      ,227.35  ,1.0713E-14  ,-54.855
746  ,86.462      ,244.02  ,1.2563E-14  ,-55.126
747  ,90.750      ,260.68  ,-8.8905E-15  ,-55.171
748  ,91.371      ,260.68  ,-13.1  ,-51.818
749  ,92.501      ,260.68  ,-24.069  ,-43.853
750  ,84.581      ,235.67  ,-17.774  ,-48.878
751  ,90.127      ,260.68  ,24.155  ,-43.911
752  ,90.373      ,260.68  ,13.156  ,-51.878
753  ,83.729      ,235.67  ,17.86  ,-48.927
754  ,120.000     ,280.99  ,-41.984  ,-7.6256
755  ,120.000     ,295.84  ,-42.199  ,-5.9157
756  ,120.000     ,310.68  ,-42.355  ,-4.2053
757  ,120.000     ,310.68  ,-56.635  ,-5.2357
758  ,120.000     ,310.64  ,-70.88  ,-6.7005
759  ,120.000     ,295.21  ,-56.388  ,-7.0122
760  ,99.533      ,310.68  ,-3.5372E-15  ,48.593
761  ,98.197      ,294.02  ,5.2397E-15  ,48.56
762  ,96.006      ,277.34  ,-3.0493E-16  ,48.179
763  ,107.194     ,277.63  ,-35.897  ,22.667
764  ,106.861     ,294.16  ,-36.124  ,22.653
765  ,106.430     ,310.68  ,-36.257  ,22.645
766  ,102.339     ,310.68  ,-27.258  ,35.216
767  ,100.587     ,310.68  ,-14.969  ,44.653
768  ,98.468      ,285.7  ,-13.862  ,45.027
769  ,100.856     ,285.7  ,-26.319  ,35.923
770  ,98.747      ,310.68  ,15  ,44.685
771  ,97.977      ,310.68  ,27.281  ,35.274
772  ,96.798      ,310.68  ,36.32  ,22.641
773  ,95.559      ,294.13  ,36.12  ,22.653
774  ,93.693      ,277.58  ,35.839  ,22.67
775  ,95.590      ,285.7  ,26.273  ,35.928
776  ,96.375      ,285.7  ,13.823  ,45.022
777  ,91.630      ,260.68  ,44.51  ,18.239
778  ,92.855      ,270.73  ,46.144  ,21.948
779  ,93.765      ,280.58  ,56.693  ,21
780  ,93.943      ,290.53  ,67.156  ,19.88
781  ,93.524      ,300.58  ,77.543  ,18.618
782  ,92.562      ,310.68  ,87.859  ,17.243
783  ,91.983      ,310.68  ,95.456  ,12.493
784  ,91.637      ,310.68  ,98.873  ,4.2308
785  ,91.793      ,310.68  ,96.206  ,-4.2409
786  ,93.445      ,272.61  ,61.121  ,1.7843
787  ,93.534      ,273.86  ,61.483  ,12.663
788  ,93.064      ,298.57  ,86.777  ,0.98819
789  ,93.763      ,279.93  ,67.606  ,-0.43162
790  ,93.794      ,280.18  ,67.591  ,12.56
791  ,93.614      ,290.75  ,78.296  ,-0.84327
792  ,93.657      ,290.99  ,78.274  ,11.569
793  ,97.503      ,310.68  ,31.564  ,-33.307
794  ,95.750      ,294.02  ,32.248  ,-33.307
795  ,93.293      ,277.35  ,32.605  ,-33.307
796  ,97.136      ,310.68  ,38.985  ,-19.49
797  ,94.464      ,285.7  ,38.788  ,-20.805
798  ,98.574      ,277.35  ,-32.535  ,-33.307
799  ,100.822     ,294.02  ,-32.244  ,-33.307
800  ,101.652     ,310.68  ,-31.647  ,-33.307
801  ,104.820     ,310.68  ,-39.023  ,-19.493
802  ,104.398     ,285.7  ,-38.76  ,-20.825
803  ,101.036     ,269.02  ,-38.546  ,-21.48
804  ,94.209      ,277.39  ,-1.8276E-14  ,-54.842
805  ,96.765      ,294.06  ,-1.2284E-14  ,-53.995
806  ,98.517      ,310.68  ,6.7763E-16  ,-52.536
807  ,99.145      ,310.68  ,-12.416  ,-49.748
808  ,100.140     ,310.68  ,-23.099  ,-42.783
809  ,96.798      ,285.7  ,-17.673  ,-48.562
810  ,97.781      ,310.68  ,23.011  ,-42.763
811  ,98.099      ,310.68  ,12.38  ,-49.705
812  ,95.006      ,285.7  ,17.723  ,-48.571
813  ,111.589     ,327.35  ,-70.88  ,-4.7494
814  ,109.051     ,344.02  ,-70.88  ,-2.7974
815  ,107.581     ,360.68  ,-70.88  ,-0.86387
816  ,108.200     ,360.68  ,-84.247  ,-2.5448
817  ,108.342     ,360.68  ,-97.577  ,-4.478
818  ,108.111     ,360.68  ,-110.88  ,-6.5989
819  ,109.550     ,343.45  ,-90.958  ,-5.5108
820  ,109.223     ,346.04  ,-80.116  ,-3.6987
821  ,111.093     ,331.4  ,-80.496  ,-5.4702
822  ,107.354     ,360.68  ,-70.88  ,19.442
823  ,108.737     ,344.02  ,-70.88  ,19.442
824  ,110.976     ,327.35  ,-70.88  ,19.442
825  ,113.938     ,310.68  ,-70.88  ,19.443
826  ,108.837     ,347.13  ,-110.88  ,13.883
827  ,108.138     ,360.68  ,-110.88  ,13.881
828  ,108.291     ,360.68  ,-97.565  ,15.861
829  ,108.057     ,360.68  ,-84.234  ,17.735
830  ,110.857     ,329.44  ,-91.004  ,16.803
831  ,109.297     ,345.09  ,-90.984  ,16.805
832  ,109.414     ,342.28  ,-101.51  ,15.285
833  ,111.237     ,327.41  ,-80.332  ,18.256
834  ,109.190     ,344.06  ,-79.943  ,18.306
835  ,78.972      ,360.68  ,137.92  ,9.8048
836  ,83.287      ,350.73  ,127.98  ,11.287
837  ,86.554      ,340.74  ,118.02  ,12.801
838  ,89.118      ,330.71  ,108.02  ,14.316
839  ,91.097      ,320.69  ,97.964  ,15.806
840  ,93.770      ,310.68  ,70.722  ,19.462
841  ,95.104      ,310.68  ,53.547  ,21.302
842  ,97.621      ,327.35  ,36.448  ,22.633
843  ,98.162      ,344.02  ,36.519  ,22.629
844  ,98.522      ,360.68  ,36.553  ,22.627
845  ,95.780      ,360.68  ,53.535  ,21.304
846  ,92.979      ,360.68  ,70.466  ,19.491
847  ,90.037      ,360.68  ,87.359  ,17.309
848  ,86.871      ,360.68  ,104.22  ,14.88
849  ,83.295      ,360.68  ,121.07  ,12.335
850  ,91.698      ,327.37  ,87.859  ,17.242
851  ,90.811      ,344.03  ,87.839  ,17.244
852  ,89.253      ,341.34  ,99.694  ,15.552
853  ,86.896      ,347  ,111.2  ,13.834
854  ,93.023      ,327.4  ,75.745  ,18.845
855  ,92.620      ,344.05  ,75.316  ,18.898
856  ,94.422      ,327.37  ,63.046  ,20.339
857  ,94.475      ,344.03  ,62.226  ,20.427
858  ,95.912      ,327.33  ,49.8  ,21.641
859  ,96.362      ,343.99  ,48.617  ,21.743
860  ,107.822     ,322.81  ,-42.446  ,-2.8062
861  ,105.779     ,334.93  ,-42.511  ,-1.4041
862  ,104.692     ,347.05  ,-42.552  ,-1.1089E-14
863  ,104.129     ,360.68  ,-42.57  ,1.5807
864  ,106.314     ,360.68  ,-56.742  ,0.56881
865  ,109.558     ,333.43  ,-56.73  ,-2.5903
866  ,107.233     ,348.59  ,-56.74  ,-0.83175
867  ,101.000     ,360.68  ,-2.4395E-16  ,47.459
868  ,100.722     ,344.02  ,-3.7405E-15  ,47.932
869  ,100.295     ,327.35  ,-3.3339E-15  ,48.347
870  ,105.099     ,327.35  ,-36.33  ,22.64
871  ,104.078     ,344.02  ,-36.376  ,22.638
872  ,103.525     ,360.68  ,-36.425  ,22.635
873  ,102.191     ,360.68  ,-27.182  ,34.821
874  ,101.516     ,360.68  ,-14.813  ,43.771
875  ,101.220     ,335.69  ,-14.02  ,44.749
876  ,102.277     ,335.69  ,-26.61  ,35.706
877  ,111.939     ,310.68  ,-53.592  ,21.298
878  ,105.763     ,360.68  ,-53.676  ,21.29
879  ,108.284     ,332.79  ,-53.708  ,21.287
880  ,106.506     ,348.53  ,-53.104  ,21.344
881  ,100.497     ,360.68  ,14.848  ,43.849
882  ,99.854      ,360.68  ,27.294  ,34.873
883  ,99.258      ,335.69  ,26.724  ,35.764
884  ,99.955      ,335.69  ,14.084  ,44.815
885  ,76.459      ,360.68  ,145.24  ,4.1832
886  ,75.707      ,360.68  ,146.12  ,-4.941
887  ,78.078      ,360.68  ,139.13  ,-10.692
888  ,80.561      ,360.68  ,129.74  ,-9.7502
889  ,89.385      ,324.86  ,108.72  ,-6.3377
890  ,89.405      ,323.38  ,110.84  ,4.4595
891  ,82.364      ,347.43  ,133.89  ,-1.8575
892  ,88.633      ,334.35  ,106.26  ,-8.8941
893  ,85.326      ,346.16  ,118.36  ,-9.5076
894  ,87.116      ,334.07  ,118.08  ,-6.5068
895  ,87.639      ,331.27  ,117.98  ,5.2526
896  ,83.045      ,347.55  ,129.87  ,-8.4277
897  ,91.051      ,322.96  ,94.068  ,-8.3346
898  ,100.114     ,360.68  ,27.615  ,-33.307
899  ,99.532      ,344.04  ,29.217  ,-33.307
900  ,98.711      ,327.38  ,30.545  ,-33.307
901  ,98.229      ,360.68  ,42.646  ,2.9988E-15
902  ,99.302      ,360.68  ,40.614  ,-12.322
903  ,99.773      ,360.68  ,35.384  ,-23.575
904  ,98.642      ,335.69  ,38.921  ,-18.341
905  ,101.785     ,327.38  ,-30.713  ,-33.307
906  ,101.702     ,344.05  ,-29.437  ,-33.307
907  ,101.691     ,360.68  ,-27.831  ,-33.307
908  ,102.155     ,360.68  ,-35.529  ,-23.569
909  ,102.747     ,360.68  ,-40.688  ,-12.246
910  ,103.779     ,360.68  ,-42.596  ,-1.3336E-14
911  ,103.134     ,335.69  ,-39.008  ,-18.346
912  ,99.649      ,327.37  ,-1.5938E-14  ,-50.589
913  ,100.344     ,344.03  ,-1.5694E-14  ,-48.362
914  ,100.797     ,360.68  ,-1.5992E-14  ,-46.053
915  ,101.192     ,360.68  ,-15.179  ,-42.412
916  ,100.673     ,335.69  ,-16.152  ,-45.089
917  ,100.464     ,360.68  ,15.037  ,-42.344
918  ,99.595      ,335.69  ,16.026  ,-45.003
919  ,107.587     ,377.35  ,-110.88  ,-4.6478
920  ,107.611     ,394.02  ,-110.88  ,-2.7205
921  ,108.439     ,410.68  ,-110.88  ,-0.79676
922  ,107.575     ,410.68  ,-124.22  ,-3.0134
923  ,106.060     ,410.68  ,-137.55  ,-5.2657
924  ,103.842     ,410.68  ,-150.88  ,-7.4856
925  ,103.854     ,401.32  ,-150.88  ,-8.5734
926  ,107.174     ,380.45  ,-120.11  ,-5.8212
927  ,105.705     ,394.4  ,-137.7  ,-7.1787
928  ,106.370     ,392.24  ,-130.89  ,-6.2751
929  ,107.201     ,395.31  ,-120.04  ,-4.0871
930  ,108.591     ,410.68  ,-110.88  ,13.875
931  ,107.712     ,394.02  ,-110.88  ,13.877
932  ,107.642     ,377.35  ,-110.88  ,13.879
933  ,107.684     ,360.68  ,-124.4  ,11.829
934  ,104.757     ,385.97  ,-150.88  ,7.9556
935  ,104.281     ,398.33  ,-150.88  ,7.9549
936  ,104.291     ,410.68  ,-150.88  ,7.9543
937  ,106.422     ,410.68  ,-137.54  ,9.8555
938  ,107.831     ,410.68  ,-124.21  ,11.852
939  ,106.023     ,380.38  ,-140.21  ,9.4668
940  ,107.055     ,383.56  ,-124.26  ,11.847
941  ,105.987     ,394.8  ,-137.59  ,9.8489
942  ,107.207     ,399.25  ,-124.45  ,11.816
943  ,106.876     ,377.35  ,-70.88  ,1.0624
944  ,106.829     ,394.02  ,-70.88  ,2.9929
945  ,107.473     ,410.68  ,-70.88  ,4.9272
946  ,108.357     ,410.68  ,-84.239  ,3.2407
947  ,108.691     ,410.68  ,-97.572  ,1.309
948  ,107.552     ,377.46  ,-84.287  ,-0.61107
949  ,107.724     ,386.72  ,-97.619  ,-1.4676
950  ,107.833     ,397.86  ,-89.072  ,1.0793
951  ,107.383     ,410.68  ,-70.88  ,19.44
952  ,106.709     ,394.02  ,-70.88  ,19.441
953  ,106.714     ,377.35  ,-70.88  ,19.441
954  ,108.744     ,410.68  ,-97.563  ,15.857
955  ,108.328     ,410.68  ,-84.231  ,17.733
956  ,107.449     ,377.48  ,-84.309  ,17.724
957  ,107.719     ,386.74  ,-97.639  ,15.848
958  ,107.803     ,397.88  ,-89.098  ,17.065
959  ,70.000      ,373.61  ,150.88  ,7.9563
960  ,75.207      ,367.16  ,144.4  ,8.8641
961  ,98.832      ,377.35  ,36.571  ,22.626
962  ,99.188      ,394.02  ,36.6  ,22.624
963  ,99.518      ,410.68  ,36.663  ,22.62
964  ,96.201      ,410.68  ,53.068  ,21.347
965  ,92.520      ,410.68  ,69.425  ,19.614
966  ,88.732      ,410.68  ,85.745  ,17.527
967  ,84.812      ,410.68  ,102.04  ,15.2
968  ,80.694      ,410.68  ,118.31  ,12.747
969  ,76.263      ,410.68  ,134.59  ,10.291
970  ,70.000      ,410.68  ,150.88  ,7.9543
971  ,70.000      ,398.33  ,150.88  ,7.9549
972  ,70.000      ,385.97  ,150.88  ,7.9556
973  ,74.747      ,381.26  ,141.39  ,9.2965
